"id_municipio","Município","Destino do lixo","house_income_BRL"
"3158409","Santana de Cataguases (MG)","Total","1168.89"
"3158508","Santana de Pirapama (MG)","Total","1092.51"
"3158607","Santana do Deserto (MG)","Total","1327.88"
"3158706","Santana do Garambéu (MG)","Total","1309.88"
"3158805","Santana do Jacaré (MG)","Total","1314.44"
"3158904","Santana do Manhuaçu (MG)","Total","1025.64"
"3158953","Santana do Paraíso (MG)","Total","1487.36"
"3159001","Santana do Riacho (MG)","Total","1214.27"
"3159100","Santana dos Montes (MG)","Total","1128.94"
"3159209","Santa Rita de Caldas (MG)","Total","1501.06"
"3159308","Santa Rita de Jacutinga (MG)","Total","1378.98"
"3159357","Santa Rita de Minas (MG)","Total","1126.77"
"3159407","Santa Rita de Ibitipoca (MG)","Total","1161.83"
"3159506","Santa Rita do Itueto (MG)","Total","996.73"
"3159605","Santa Rita do Sapucaí (MG)","Total","2082.69"
"3159704","Santa Rosa da Serra (MG)","Total","1544.25"
"3159803","Santa Vitória (MG)","Total","1825.14"
"3159902","Santo Antônio do Amparo (MG)","Total","1298.79"
"3160009","Santo Antônio do Aventureiro (MG)","Total","1303.19"
"3160108","Santo Antônio do Grama (MG)","Total","1162.18"
"3160207","Santo Antônio do Itambé (MG)","Total","833.41"
"3160306","Santo Antônio do Jacinto (MG)","Total","830.42"
"3160405","Santo Antônio do Monte (MG)","Total","1815.12"
"3160454","Santo Antônio do Retiro (MG)","Total","642.43"
"3160504","Santo Antônio do Rio Abaixo (MG)","Total","1164.73"
"3160603","Santo Hipólito (MG)","Total","1071.15"
"3160702","Santos Dumont (MG)","Total","1512.23"
"3160801","São Bento Abade (MG)","Total","1423.34"
"3160900","São Brás do Suaçuí (MG)","Total","1372.90"
"3160959","São Domingos das Dores (MG)","Total","1003.16"
"3161007","São Domingos do Prata (MG)","Total","1427.02"
"3161056","São Félix de Minas (MG)","Total","946.99"
"3161106","São Francisco (MG)","Total","1024.04"
"3161205","São Francisco de Paula (MG)","Total","1307.24"
"3161304","São Francisco de Sales (MG)","Total","1501.35"
"3161403","São Francisco do Glória (MG)","Total","1206.12"
"3161502","São Geraldo (MG)","Total","1336.05"
"3161601","São Geraldo da Piedade (MG)","Total","1144.04"
"3161650","São Geraldo do Baixio (MG)","Total","1028.69"
"3161700","São Gonçalo do Abaeté (MG)","Total","1343.73"
"3161809","São Gonçalo do Pará (MG)","Total","1503.45"
"3161908","São Gonçalo do Rio Abaixo (MG)","Total","1449.50"
"3162005","São Gonçalo do Sapucaí (MG)","Total","1674.80"
"3162104","São Gotardo (MG)","Total","1957.20"
"3162203","São João Batista do Glória (MG)","Total","1770.07"
"3162252","São João da Lagoa (MG)","Total","791.46"
"3162302","São João da Mata (MG)","Total","1456.18"
"3162401","São João da Ponte (MG)","Total","787.55"
"3162450","São João das Missões (MG)","Total","703.89"
"3162500","São João del Rei (MG)","Total","2002.29"
"3162559","São João do Manhuaçu (MG)","Total","1109.08"
"3162575","São João do Manteninha (MG)","Total","1040.03"
"3162609","São João do Oriente (MG)","Total","1070.35"
"3162658","São João do Pacuí (MG)","Total","766.57"
"3162708","São João do Paraíso (MG)","Total","1003.15"
"3162807","São João Evangelista (MG)","Total","1178.26"
"3162906","São João Nepomuceno (MG)","Total","1642.75"
"3162922","São Joaquim de Bicas (MG)","Total","1440.68"
"3162948","São José da Barra (MG)","Total","1952.75"
"3162955","São José da Lapa (MG)","Total","1613.11"
"3163003","São José da Safira (MG)","Total","956.04"
"3163102","São José da Varginha (MG)","Total","1416.06"
"3163201","São José do Alegre (MG)","Total","1451.17"
"3163300","São José do Divino (MG)","Total","1091.98"
"3163409","São José do Goiabal (MG)","Total","1241.63"
"3163508","São José do Jacuri (MG)","Total","992.20"
"3163607","São José do Mantimento (MG)","Total","1101.06"
"3163706","São Lourenço (MG)","Total","2228.92"
"3163805","São Miguel do Anta (MG)","Total","1155.60"
"3163904","São Pedro da União (MG)","Total","1331.67"
"3164001","São Pedro dos Ferros (MG)","Total","1284.34"
"3164100","São Pedro do Suaçuí (MG)","Total","1102.41"
"3164209","São Romão (MG)","Total","1087.45"
"3164308","São Roque de Minas (MG)","Total","1633.02"
"3164407","São Sebastião da Bela Vista (MG)","Total","1516.73"
"3164431","São Sebastião da Vargem Alegre (MG)","Total","1113.77"
"3164472","São Sebastião do Anta (MG)","Total","974.66"
"3164506","São Sebastião do Maranhão (MG)","Total","910.12"
"3164605","São Sebastião do Oeste (MG)","Total","1565.62"
"3164704","São Sebastião do Paraíso (MG)","Total","2063.18"
"3164803","São Sebastião do Rio Preto (MG)","Total","1341.55"
"3164902","São Sebastião do Rio Verde (MG)","Total","1299.91"
"3165008","São Tiago (MG)","Total","1344.11"
"3165107","São Tomás de Aquino (MG)","Total","1551.61"
"3165206","São Tomé das Letras (MG)","Total","1194.39"
"3165305","São Vicente de Minas (MG)","Total","1573.95"
"3165404","Sapucaí-Mirim (MG)","Total","1317.95"
"3165503","Sardoá (MG)","Total","1096.77"
"3165537","Sarzedo (MG)","Total","1789.81"
"3165552","Setubinha (MG)","Total","808.10"
"3165560","Sem-Peixe (MG)","Total","1049.03"
"3165578","Senador Amaral (MG)","Total","1144.92"
"3165602","Senador Cortes (MG)","Total","1473.95"
"3165701","Senador Firmino (MG)","Total","1281.22"
"3165800","Senador José Bento (MG)","Total","1313.87"
"3165909","Senador Modestino Gonçalves (MG)","Total","891.01"
"3166006","Senhora de Oliveira (MG)","Total","1010.87"
"3166105","Senhora do Porto (MG)","Total","971.19"
"3166204","Senhora dos Remédios (MG)","Total","945.49"
"3166303","Sericita (MG)","Total","1013.14"
"3166402","Seritinga (MG)","Total","1459.36"
"3166501","Serra Azul de Minas (MG)","Total","774.05"
"3166600","Serra da Saudade (MG)","Total","1282.28"
"3166709","Serra dos Aimorés (MG)","Total","1096.65"
"3166808","Serra do Salitre (MG)","Total","1922.55"
"3166907","Serrania (MG)","Total","1400.12"
"3166956","Serranópolis de Minas (MG)","Total","937.60"
"3167004","Serranos (MG)","Total","1245.65"
"3167103","Serro (MG)","Total","1136.25"
"3167202","Sete Lagoas (MG)","Total","2232.35"
"3167301","Silveirânia (MG)","Total","1250.65"
"3167400","Silvianópolis (MG)","Total","1670.00"
"3167509","Simão Pereira (MG)","Total","1662.96"
"3167608","Simonésia (MG)","Total","1131.10"
"3167707","Sobrália (MG)","Total","1000.88"
"3167806","Soledade de Minas (MG)","Total","1394.73"
"3167905","Tabuleiro (MG)","Total","1314.89"
"3168002","Taiobeiras (MG)","Total","1223.03"
"3168051","Taparuba (MG)","Total","835.18"
"3168101","Tapira (MG)","Total","2121.18"
"3168200","Tapiraí (MG)","Total","1198.50"
"3168309","Taquaraçu de Minas (MG)","Total","1210.89"
"3168408","Tarumirim (MG)","Total","1035.98"
"3168507","Teixeiras (MG)","Total","1276.87"
"3168606","Teófilo Otoni (MG)","Total","1674.52"
"3168705","Timóteo (MG)","Total","2174.49"
"3168804","Tiradentes (MG)","Total","2055.81"
"3168903","Tiros (MG)","Total","1338.42"
"3169000","Tocantins (MG)","Total","1491.65"
"3169059","Tocos do Moji (MG)","Total","1298.21"
"3169109","Toledo (MG)","Total","1241.12"
"3169208","Tombos (MG)","Total","1597.06"
"3169307","Três Corações (MG)","Total","1982.62"
"3169356","Três Marias (MG)","Total","1591.65"
"3169406","Três Pontas (MG)","Total","1829.21"
"3169505","Tumiritinga (MG)","Total","1044.21"
"3169604","Tupaciguara (MG)","Total","1603.38"
"3169703","Turmalina (MG)","Total","1265.85"
"3169802","Turvolândia (MG)","Total","1552.47"
"3169901","Ubá (MG)","Total","1889.85"
"3170008","Ubaí (MG)","Total","885.68"
"3170057","Ubaporanga (MG)","Total","1053.18"
"3170107","Uberaba (MG)","Total","2521.05"
"3170206","Uberlândia (MG)","Total","2613.51"
"3170305","Umburatiba (MG)","Total","949.38"
"3170404","Unaí (MG)","Total","1819.97"
"3170438","União de Minas (MG)","Total","1342.62"
"3170479","Uruana de Minas (MG)","Total","965.08"
"3170503","Urucânia (MG)","Total","1335.10"
"3170529","Urucuia (MG)","Total","1036.24"
"3170578","Vargem Alegre (MG)","Total","1102.36"
"3170602","Vargem Bonita (MG)","Total","1264.76"
"3170651","Vargem Grande do Rio Pardo (MG)","Total","943.07"
"3170701","Varginha (MG)","Total","2499.45"
"3170750","Varjão de Minas (MG)","Total","1497.60"
"3170800","Várzea da Palma (MG)","Total","1193.99"
"3170909","Varzelândia (MG)","Total","896.16"
"3171006","Vazante (MG)","Total","1663.28"
"3171030","Verdelândia (MG)","Total","903.47"
"3171071","Veredinha (MG)","Total","906.40"
"3171105","Veríssimo (MG)","Total","1482.49"
"3171154","Vermelho Novo (MG)","Total","936.00"
"3171204","Vespasiano (MG)","Total","1601.41"
"3171303","Viçosa (MG)","Total","2375.92"
"3171402","Vieiras (MG)","Total","1156.07"
"3171501","Mathias Lobato (MG)","Total","958.20"
"3171600","Virgem da Lapa (MG)","Total","874.01"
"3171709","Virgínia (MG)","Total","1170.93"
"3171808","Virginópolis (MG)","Total","1259.40"
"3171907","Virgolândia (MG)","Total","984.82"
"3172004","Visconde do Rio Branco (MG)","Total","1667.56"
"3172103","Volta Grande (MG)","Total","1386.33"
"3172202","Wenceslau Braz (MG)","Total","1353.65"
"3200102","Afonso Cláudio (ES)","Total","1313.19"
"3200136","Águia Branca (ES)","Total","1356.77"
"3200169","Água Doce do Norte (ES)","Total","1016.55"
"3200201","Alegre (ES)","Total","1743.94"
"3200300","Alfredo Chaves (ES)","Total","1508.18"
"3200359","Alto Rio Novo (ES)","Total","1200.29"
"3200409","Anchieta (ES)","Total","1793.59"
"3200508","Apiacá (ES)","Total","1305.71"
"3200607","Aracruz (ES)","Total","2079.54"
"3200706","Atílio Vivácqua (ES)","Total","1391.46"
"3200805","Baixo Guandu (ES)","Total","1422.93"
"3200904","Barra de São Francisco (ES)","Total","1440.02"
"3201001","Boa Esperança (ES)","Total","1392.57"
"3201100","Bom Jesus do Norte (ES)","Total","1500.29"
"3201159","Brejetuba (ES)","Total","1212.67"
"3201209","Cachoeiro de Itapemirim (ES)","Total","1974.82"
"3201308","Cariacica (ES)","Total","1670.96"
"3201407","Castelo (ES)","Total","1818.39"
"3201506","Colatina (ES)","Total","1952.80"
"3201605","Conceição da Barra (ES)","Total","1331.88"
"3201704","Conceição do Castelo (ES)","Total","1481.34"
"3201803","Divino de São Lourenço (ES)","Total","995.94"
"3201902","Domingos Martins (ES)","Total","1511.90"
"3202009","Dores do Rio Preto (ES)","Total","1148.60"
"3202108","Ecoporanga (ES)","Total","1094.02"
"3202207","Fundão (ES)","Total","1790.72"
"3202256","Governador Lindenberg (ES)","Total","1484.73"
"3202306","Guaçuí (ES)","Total","1547.04"
"3202405","Guarapari (ES)","Total","2023.58"
"3202454","Ibatiba (ES)","Total","1269.20"
"3202504","Ibiraçu (ES)","Total","1891.49"
"3202553","Ibitirama (ES)","Total","1122.90"
"3202603","Iconha (ES)","Total","1668.42"
"3202652","Irupi (ES)","Total","1205.86"
"3202702","Itaguaçu (ES)","Total","1437.81"
"3202801","Itapemirim (ES)","Total","1240.74"
"3202900","Itarana (ES)","Total","1526.18"
"3203007","Iúna (ES)","Total","1296.05"
"3203056","Jaguaré (ES)","Total","1313.57"
"3203106","Jerônimo Monteiro (ES)","Total","1521.40"
"3203130","João Neiva (ES)","Total","2057.52"
"3203163","Laranja da Terra (ES)","Total","1121.53"
"3203205","Linhares (ES)","Total","2031.78"
"3203304","Mantenópolis (ES)","Total","1102.74"
"3203320","Marataízes (ES)","Total","1461.91"
"3203346","Marechal Floriano (ES)","Total","1720.83"
"3203353","Marilândia (ES)","Total","1556.37"
"3203403","Mimoso do Sul (ES)","Total","1296.88"
"3203502","Montanha (ES)","Total","1387.46"
"3203601","Mucurici (ES)","Total","1047.53"
"3203700","Muniz Freire (ES)","Total","1235.03"
"3203809","Muqui (ES)","Total","1511.21"
"3203908","Nova Venécia (ES)","Total","1626.53"
"3204005","Pancas (ES)","Total","1263.51"
"3204054","Pedro Canário (ES)","Total","1354.89"
"3204104","Pinheiros (ES)","Total","1360.46"
"3204203","Piúma (ES)","Total","1629.89"
"3204252","Ponto Belo (ES)","Total","1098.03"
"3204302","Presidente Kennedy (ES)","Total","1153.66"
"3204351","Rio Bananal (ES)","Total","1567.01"
"3204401","Rio Novo do Sul (ES)","Total","1606.46"
"3204500","Santa Leopoldina (ES)","Total","1164.01"
"3204559","Santa Maria de Jetibá (ES)","Total","1501.36"
"3204609","Santa Teresa (ES)","Total","1834.38"
"3204658","São Domingos do Norte (ES)","Total","1465.69"
"3204708","São Gabriel da Palha (ES)","Total","1684.51"
"3204807","São José do Calçado (ES)","Total","1318.36"
"3204906","São Mateus (ES)","Total","1844.98"
"3204955","São Roque do Canaã (ES)","Total","1529.12"
"3205002","Serra (ES)","Total","1934.55"
"3205010","Sooretama (ES)","Total","1272.59"
"3205036","Vargem Alta (ES)","Total","1380.42"
"3205069","Venda Nova do Imigrante (ES)","Total","1905.95"
"3205101","Viana (ES)","Total","1477.41"
"3205150","Vila Pavão (ES)","Total","1240.51"
"3205176","Vila Valério (ES)","Total","1525.13"
"3205200","Vila Velha (ES)","Total","3106.33"
"3205309","Vitória (ES)","Total","4395.57"
"3300100","Angra dos Reis (RJ)","Total","2039.62"
"3300159","Aperibé (RJ)","Total","1345.92"
"3300209","Araruama (RJ)","Total","1827.83"
"3300225","Areal (RJ)","Total","1618.64"
"3300233","Armação dos Búzios (RJ)","Total","2154.21"
"3300258","Arraial do Cabo (RJ)","Total","1863.87"
"3300308","Barra do Piraí (RJ)","Total","1825.22"
"3300407","Barra Mansa (RJ)","Total","1887.41"
"3300456","Belford Roxo (RJ)","Total","1264.78"
"3300506","Bom Jardim (RJ)","Total","1612.40"
"3300605","Bom Jesus do Itabapoana (RJ)","Total","1709.88"
"3300704","Cabo Frio (RJ)","Total","2062.15"
"3300803","Cachoeiras de Macacu (RJ)","Total","1527.38"
"3300902","Cambuci (RJ)","Total","1274.50"
"3300936","Carapebus (RJ)","Total","1650.35"
"3300951","Comendador Levy Gasparian (RJ)","Total","1597.92"
"3301009","Campos dos Goytacazes (RJ)","Total","1873.09"
"3301108","Cantagalo (RJ)","Total","1629.02"
"3301157","Cardoso Moreira (RJ)","Total","1194.28"
"3301207","Carmo (RJ)","Total","1511.84"
"3301306","Casimiro de Abreu (RJ)","Total","1969.66"
"3301405","Conceição de Macabu (RJ)","Total","1625.13"
"3301504","Cordeiro (RJ)","Total","1936.24"
"3301603","Duas Barras (RJ)","Total","1463.92"
"3301702","Duque de Caxias (RJ)","Total","1490.74"
"3301801","Engenheiro Paulo de Frontin (RJ)","Total","1443.23"
"3301850","Guapimirim (RJ)","Total","1567.77"
"3301876","Iguaba Grande (RJ)","Total","2004.23"
"3301900","Itaboraí (RJ)","Total","1440.86"
"3302007","Itaguaí (RJ)","Total","1661.70"
"3302056","Italva (RJ)","Total","1390.86"
"3302106","Itaocara (RJ)","Total","1482.43"
"3302205","Itaperuna (RJ)","Total","1870.62"
"3302254","Itatiaia (RJ)","Total","2120.79"
"3302270","Japeri (RJ)","Total","1143.89"
"3302304","Laje do Muriaé (RJ)","Total","1307.37"
"3302403","Macaé (RJ)","Total","2678.57"
"3302452","Macuco (RJ)","Total","1567.46"
"3302502","Magé (RJ)","Total","1455.56"
"3302601","Mangaratiba (RJ)","Total","2081.31"
"3302700","Maricá (RJ)","Total","2245.58"
"3302809","Mendes (RJ)","Total","1664.67"
"3302858","Mesquita (RJ)","Total","1713.93"
"3302908","Miguel Pereira (RJ)","Total","2048.67"
"3303005","Miracema (RJ)","Total","1710.06"
"3303104","Natividade (RJ)","Total","1750.28"
"3303203","Nilópolis (RJ)","Total","1964.15"
"3303302","Niterói (RJ)","Total","4687.15"
"3303401","Nova Friburgo (RJ)","Total","2135.36"
"3303500","Nova Iguaçu (RJ)","Total","1494.49"
"3303609","Paracambi (RJ)","Total","1508.12"
"3303708","Paraíba do Sul (RJ)","Total","1703.91"
"3303807","Paraty (RJ)","Total","2039.93"
"3303856","Paty do Alferes (RJ)","Total","1365.17"
"3303906","Petrópolis (RJ)","Total","2269.96"
"3303955","Pinheiral (RJ)","Total","1707.76"
"3304003","Piraí (RJ)","Total","1788.82"
"3304102","Porciúncula (RJ)","Total","1546.12"
"3304110","Porto Real (RJ)","Total","1746.73"
"3304128","Quatis (RJ)","Total","1609.96"
"3304144","Queimados (RJ)","Total","1334.94"
"3304151","Quissamã (RJ)","Total","1588.83"
"3304201","Resende (RJ)","Total","2353.99"
"3304300","Rio Bonito (RJ)","Total","1724.73"
"3304409","Rio Claro (RJ)","Total","1659.90"
"3304508","Rio das Flores (RJ)","Total","1765.55"
"3304524","Rio das Ostras (RJ)","Total","2548.65"
"3304557","Rio de Janeiro (RJ)","Total","3391.63"
"3304607","Santa Maria Madalena (RJ)","Total","1432.33"
"3304706","Santo Antônio de Pádua (RJ)","Total","1604.48"
"3304755","São Francisco de Itabapoana (RJ)","Total","940.58"
"3304805","São Fidélis (RJ)","Total","1411.72"
"3304904","São Gonçalo (RJ)","Total","1685.91"
"3305000","São João da Barra (RJ)","Total","1391.19"
"3305109","São João de Meriti (RJ)","Total","1539.53"
"3305133","São José de Ubá (RJ)","Total","1158.71"
"3305158","São José do Vale do Rio Preto (RJ)","Total","1327.94"
"3305208","São Pedro da Aldeia (RJ)","Total","1929.26"
"3305307","São Sebastião do Alto (RJ)","Total","1258.66"
"3305406","Sapucaia (RJ)","Total","1535.13"
"3305505","Saquarema (RJ)","Total","1735.58"
"3305554","Seropédica (RJ)","Total","1630.17"
"3305604","Silva Jardim (RJ)","Total","1303.80"
"3305703","Sumidouro (RJ)","Total","1220.85"
"3305752","Tanguá (RJ)","Total","1217.22"
"3305802","Teresópolis (RJ)","Total","2114.33"
"3305901","Trajano de Moraes (RJ)","Total","1472.12"
"3306008","Três Rios (RJ)","Total","1943.82"
"3306107","Valença (RJ)","Total","1777.65"
"3306156","Varre-Sai (RJ)","Total","1260.07"
"3306206","Vassouras (RJ)","Total","1809.16"
"3306305","Volta Redonda (RJ)","Total","2331.04"
"3500105","Adamantina (SP)","Total","2316.23"
"3500204","Adolfo (SP)","Total","1742.48"
"3500303","Aguaí (SP)","Total","1757.72"
"3500402","Águas da Prata (SP)","Total","2194.59"
"3500501","Águas de Lindóia (SP)","Total","2085.43"
"3500550","Águas de Santa Bárbara (SP)","Total","2105.46"
"3500600","Águas de São Pedro (SP)","Total","3666.30"
"3500709","Agudos (SP)","Total","1978.29"
"3500758","Alambari (SP)","Total","1628.31"
"3500808","Alfredo Marcondes (SP)","Total","1651.81"
"3500907","Altair (SP)","Total","1659.49"
"3501004","Altinópolis (SP)","Total","2034.73"
"3501103","Alto Alegre (SP)","Total","1564.80"
"3501152","Alumínio (SP)","Total","2218.06"
"3501202","Álvares Florence (SP)","Total","1434.88"
"3501301","Álvares Machado (SP)","Total","1765.99"
"3501400","Álvaro de Carvalho (SP)","Total","1519.05"
"3501509","Alvinlândia (SP)","Total","1646.04"
"3501608","Americana (SP)","Total","3098.17"
"3501707","Américo Brasiliense (SP)","Total","1890.99"
"3501806","Américo de Campos (SP)","Total","1744.34"
"3501905","Amparo (SP)","Total","2609.08"
"3502002","Analândia (SP)","Total","2126.47"
"3502101","Andradina (SP)","Total","2164.54"
"3502200","Angatuba (SP)","Total","1648.86"
"3502309","Anhembi (SP)","Total","1524.50"
"3502408","Anhumas (SP)","Total","1544.69"
"3502507","Aparecida (SP)","Total","2142.55"
"3502606","Aparecida d'Oeste (SP)","Total","1449.82"
"3502705","Apiaí (SP)","Total","1477.39"
"3502754","Araçariguama (SP)","Total","2039.81"
"3502804","Araçatuba (SP)","Total","2534.05"
"3502903","Araçoiaba da Serra (SP)","Total","2432.33"
"3503000","Aramina (SP)","Total","1924.99"
"3503109","Arandu (SP)","Total","1558.75"
"3503158","Arapeí (SP)","Total","1288.48"
"3503208","Araraquara (SP)","Total","2698.97"
"3503307","Araras (SP)","Total","2593.47"
"3503356","Arco-Íris (SP)","Total","1414.68"
"3503406","Arealva (SP)","Total","1814.02"
"3503505","Areias (SP)","Total","1188.81"
"3503604","Areiópolis (SP)","Total","1759.88"
"3503703","Ariranha (SP)","Total","2121.44"
"3503802","Artur Nogueira (SP)","Total","2166.42"
"3503901","Arujá (SP)","Total","2599.84"
"3503950","Aspásia (SP)","Total","1519.05"
"3504008","Assis (SP)","Total","2440.20"
"3504107","Atibaia (SP)","Total","2873.86"
"3504206","Auriflama (SP)","Total","2027.12"
"3504305","Avaí (SP)","Total","1502.56"
"3504404","Avanhandava (SP)","Total","1716.18"
"3504503","Avaré (SP)","Total","2280.74"
"3504602","Bady Bassitt (SP)","Total","2146.07"
"3504701","Balbinos (SP)","Total","1653.96"
"3504800","Bálsamo (SP)","Total","2181.78"
"3504909","Bananal (SP)","Total","1629.39"
"3505005","Barão de Antonina (SP)","Total","1516.36"
"3505104","Barbosa (SP)","Total","1551.10"
"3505203","Bariri (SP)","Total","2136.60"
"3505302","Barra Bonita (SP)","Total","2299.93"
"3505351","Barra do Chapéu (SP)","Total","1014.24"
"3505401","Barra do Turvo (SP)","Total","1140.99"
"3505500","Barretos (SP)","Total","2454.02"
"3505609","Barrinha (SP)","Total","1791.60"
"3505708","Barueri (SP)","Total","2935.96"
"3505807","Bastos (SP)","Total","1669.65"
"3505906","Batatais (SP)","Total","2312.22"
"3506003","Bauru (SP)","Total","2827.53"
"3506102","Bebedouro (SP)","Total","2230.79"
"3506201","Bento de Abreu (SP)","Total","1847.84"
"3506300","Bernardino de Campos (SP)","Total","1778.34"
"3506359","Bertioga (SP)","Total","2008.66"
"3506409","Bilac (SP)","Total","2098.78"
"3506508","Birigui (SP)","Total","2126.56"
"3506607","Biritiba Mirim (SP)","Total","1624.22"
"3506706","Boa Esperança do Sul (SP)","Total","1655.39"
"3506805","Bocaina (SP)","Total","2209.09"
"3506904","Bofete (SP)","Total","1501.02"
"3507001","Boituva (SP)","Total","2433.63"
"3507100","Bom Jesus dos Perdões (SP)","Total","1952.10"
"3507159","Bom Sucesso de Itararé (SP)","Total","1181.65"
"3507209","Borá (SP)","Total","1938.70"
"3507308","Boracéia (SP)","Total","1982.19"
"3507407","Borborema (SP)","Total","1776.93"
"3507456","Borebi (SP)","Total","1638.21"
"3507506","Botucatu (SP)","Total","2774.02"
"3507605","Bragança Paulista (SP)","Total","2548.74"
"3507704","Braúna (SP)","Total","1978.53"
"3507753","Brejo Alegre (SP)","Total","1614.02"
"3507803","Brodowski (SP)","Total","2138.18"
"3507902","Brotas (SP)","Total","2089.68"
"3508009","Buri (SP)","Total","1283.71"
"3508108","Buritama (SP)","Total","1920.62"
"3508207","Buritizal (SP)","Total","2026.37"
"3508306","Cabrália Paulista (SP)","Total","1433.16"
"3508405","Cabreúva (SP)","Total","2035.89"
"3508504","Caçapava (SP)","Total","2450.56"
"3508603","Cachoeira Paulista (SP)","Total","2075.61"
"3508702","Caconde (SP)","Total","1626.35"
"3508801","Cafelândia (SP)","Total","1832.91"
"3508900","Caiabu (SP)","Total","1457.65"
"3509007","Caieiras (SP)","Total","2331.70"
"3509106","Caiuá (SP)","Total","1278.15"
"3509205","Cajamar (SP)","Total","1905.68"
"3509254","Cajati (SP)","Total","1342.78"
"3509304","Cajobi (SP)","Total","1901.97"
"3509403","Cajuru (SP)","Total","1746.79"
"3509452","Campina do Monte Alegre (SP)","Total","1350.26"
"3509502","Campinas (SP)","Total","3509.92"
"3509601","Campo Limpo Paulista (SP)","Total","2276.59"
"3509700","Campos do Jordão (SP)","Total","1879.79"
"3509809","Campos Novos Paulista (SP)","Total","1455.00"
"3509908","Cananéia (SP)","Total","1589.88"
"3509957","Canas (SP)","Total","1463.32"
"3510005","Cândido Mota (SP)","Total","1775.59"
"3510104","Cândido Rodrigues (SP)","Total","1984.01"
"3510153","Canitar (SP)","Total","1525.93"
"3510203","Capão Bonito (SP)","Total","1517.13"
"3510302","Capela do Alto (SP)","Total","1504.05"
"3510401","Capivari (SP)","Total","2298.85"
"3510500","Caraguatatuba (SP)","Total","2017.22"
"3510609","Carapicuíba (SP)","Total","1963.01"
"3510708","Cardoso (SP)","Total","1536.58"
"3510807","Casa Branca (SP)","Total","2135.24"
"3510906","Cássia dos Coqueiros (SP)","Total","1604.36"
"3511003","Castilho (SP)","Total","1564.59"
"3511102","Catanduva (SP)","Total","2485.92"
"3511201","Catiguá (SP)","Total","2150.53"
"3511300","Cedral (SP)","Total","2239.86"
"3511409","Cerqueira César (SP)","Total","1853.96"
"3511508","Cerquilho (SP)","Total","2536.76"
"3511607","Cesário Lange (SP)","Total","1807.54"
"3511706","Charqueada (SP)","Total","2103.00"
"3511904","Clementina (SP)","Total","1889.24"
"3512001","Colina (SP)","Total","2007.49"
"3512100","Colômbia (SP)","Total","1762.24"
"3512209","Conchal (SP)","Total","1841.46"
"3512308","Conchas (SP)","Total","1971.21"
"3512407","Cordeirópolis (SP)","Total","2278.90"
"3512506","Coroados (SP)","Total","1751.82"
"3512605","Coronel Macedo (SP)","Total","1245.09"
"3512704","Corumbataí (SP)","Total","2061.20"
"3512803","Cosmópolis (SP)","Total","2323.35"
"3512902","Cosmorama (SP)","Total","1627.39"
"3513009","Cotia (SP)","Total","2996.87"
"3513108","Cravinhos (SP)","Total","2280.47"
"3513207","Cristais Paulista (SP)","Total","1965.48"
"3513306","Cruzália (SP)","Total","1806.87"
"3513405","Cruzeiro (SP)","Total","2161.98"
"3513504","Cubatão (SP)","Total","1842.07"
"3513603","Cunha (SP)","Total","1214.28"
"3513702","Descalvado (SP)","Total","2158.46"
"3513801","Diadema (SP)","Total","1858.45"
"3513850","Dirce Reis (SP)","Total","1394.05"
"3513900","Divinolândia (SP)","Total","1799.34"
"3514007","Dobrada (SP)","Total","1798.32"
"3514106","Dois Córregos (SP)","Total","1999.20"
"3514205","Dolcinópolis (SP)","Total","1612.04"
"3514304","Dourado (SP)","Total","1883.26"
"3514403","Dracena (SP)","Total","2267.60"
"3514502","Duartina (SP)","Total","1838.45"
"3514601","Dumont (SP)","Total","2147.44"
"3514700","Echaporã (SP)","Total","1809.49"
"3514809","Eldorado (SP)","Total","1283.16"
"3514908","Elias Fausto (SP)","Total","1842.55"
"3514924","Elisiário (SP)","Total","1941.03"
"3514957","Embaúba (SP)","Total","2065.33"
"3515004","Embu das Artes (SP)","Total","1698.82"
"3515103","Embu-Guaçu (SP)","Total","1784.62"
"3515129","Emilianópolis (SP)","Total","1660.01"
"3515152","Engenheiro Coelho (SP)","Total","2073.26"
"3515186","Espírito Santo do Pinhal (SP)","Total","2378.87"
"3515194","Espírito Santo do Turvo (SP)","Total","1536.06"
"3515202","Estrela d'Oeste (SP)","Total","2084.44"
"3515301","Estrela do Norte (SP)","Total","1869.00"
"3515350","Euclides da Cunha Paulista (SP)","Total","1284.56"
"3515400","Fartura (SP)","Total","1727.10"
"3515509","Fernandópolis (SP)","Total","2278.46"
"3515608","Fernando Prestes (SP)","Total","2165.36"
"3515657","Fernão (SP)","Total","1381.63"
"3515707","Ferraz de Vasconcelos (SP)","Total","1600.97"
"3515806","Flora Rica (SP)","Total","1352.18"
"3515905","Floreal (SP)","Total","1878.25"
"3516002","Flórida Paulista (SP)","Total","1675.60"
"3516101","Florínea (SP)","Total","1423.67"
"3516200","Franca (SP)","Total","2330.37"
"3516309","Francisco Morato (SP)","Total","1389.30"
"3516408","Franco da Rocha (SP)","Total","1732.46"
"3516507","Gabriel Monteiro (SP)","Total","1890.48"
"3516606","Gália (SP)","Total","1552.93"
"3516705","Garça (SP)","Total","2053.09"
"3516804","Gastão Vidigal (SP)","Total","2102.06"
"3516853","Gavião Peixoto (SP)","Total","1907.46"
