"id_municipio","Município","Situação do domicílio","Grupo de idade","White","Black","Brown","Indigenous"
"3149606","Pequi (MG)","Total","Total","49.41","7.30","42.57","-"
"3149705","Perdigão (MG)","Total","Total","60.41","3.71","35.39","0.04"
"3149804","Perdizes (MG)","Total","Total","63.29","5.39","30.57","0.03"
"3149903","Perdões (MG)","Total","Total","54.88","8.95","35.58","-"
"3149952","Periquito (MG)","Total","Total","21.60","10.78","64.83","-"
"3150000","Pescador (MG)","Total","Total","16.53","11.00","71.74","-"
"3150109","Piau (MG)","Total","Total","52.01","12.92","33.37","0.11"
"3150158","Piedade de Caratinga (MG)","Total","Total","44.13","3.88","51.42","0.08"
"3150208","Piedade de Ponte Nova (MG)","Total","Total","30.99","20.93","47.36","-"
"3150307","Piedade do Rio Grande (MG)","Total","Total","55.11","6.96","36.80","0.06"
"3150406","Piedade dos Gerais (MG)","Total","Total","64.58","3.77","30.75","0.14"
"3150505","Pimenta (MG)","Total","Total","70.20","3.66","25.95","-"
"3150539","Pingo-d'Água (MG)","Total","Total","15.92","8.06","75.47","-"
"3150570","Pintópolis (MG)","Total","Total","14.97","9.88","73.21","-"
"3150604","Piracema (MG)","Total","Total","53.80","8.38","36.71","0.05"
"3150703","Pirajuba (MG)","Total","Total","58.92","6.53","33.72","-"
"3150802","Piranga (MG)","Total","Total","31.33","15.55","52.07","0.09"
"3150901","Piranguçu (MG)","Total","Total","85.80","1.49","12.72","-"
"3151008","Piranguinho (MG)","Total","Total","76.95","1.98","20.71","-"
"3151107","Pirapetinga (MG)","Total","Total","54.79","12.32","32.22","0.05"
"3151206","Pirapora (MG)","Total","Total","22.42","10.96","65.59","0.15"
"3151305","Piraúba (MG)","Total","Total","47.69","11.92","39.93","0.05"
"3151404","Pitangui (MG)","Total","Total","55.59","10.04","33.20","0.18"
"3151503","Piumhi (MG)","Total","Total","63.36","7.66","28.04","0.20"
"3151602","Planura (MG)","Total","Total","53.47","6.63","38.90","0.14"
"3151701","Poço Fundo (MG)","Total","Total","74.95","5.11","19.36","0.06"
"3151800","Poços de Caldas (MG)","Total","Total","70.45","6.80","21.87","0.17"
"3151909","Pocrane (MG)","Total","Total","38.51","4.08","57.25","0.05"
"3152006","Pompéu (MG)","Total","Total","35.67","13.87","48.40","0.48"
"3152105","Ponte Nova (MG)","Total","Total","35.63","16.14","46.93","0.11"
"3152131","Ponto Chique (MG)","Total","Total","23.37","10.91","63.07","0.58"
"3152170","Ponto dos Volantes (MG)","Total","Total","20.04","3.33","75.71","-"
"3152204","Porteirinha (MG)","Total","Total","28.99","6.05","63.97","-"
"3152303","Porto Firme (MG)","Total","Total","42.38","10.01","47.26","0.24"
"3152402","Poté (MG)","Total","Total","23.49","10.65","65.30","-"
"3152501","Pouso Alegre (MG)","Total","Total","74.49","4.88","19.99","0.07"
"3152600","Pouso Alto (MG)","Total","Total","73.36","5.81","20.67","0.06"
"3152709","Prados (MG)","Total","Total","50.49","4.84","44.02","-"
"3152808","Prata (MG)","Total","Total","51.13","12.08","35.04","0.03"
"3152907","Pratápolis (MG)","Total","Total","64.82","4.97","29.63","0.11"
"3153004","Pratinha (MG)","Total","Total","60.53","2.87","35.84","0.23"
"3153103","Presidente Bernardes (MG)","Total","Total","52.93","14.39","32.43","-"
"3153202","Presidente Juscelino (MG)","Total","Total","15.34","16.07","68.52","-"
"3153301","Presidente Kubitschek (MG)","Total","Total","16.21","9.60","72.45","-"
"3153400","Presidente Olegário (MG)","Total","Total","54.48","2.81","42.18","0.04"
"3153509","Alto Jequitibá (MG)","Total","Total","64.19","2.80","32.80","0.06"
"3153608","Prudente de Morais (MG)","Total","Total","26.29","10.48","61.02","0.05"
"3153707","Quartel Geral (MG)","Total","Total","59.18","12.72","27.50","-"
"3153806","Queluzito (MG)","Total","Total","73.73","4.38","21.76","-"
"3153905","Raposos (MG)","Total","Total","26.67","11.80","59.13","-"
"3154002","Raul Soares (MG)","Total","Total","40.22","5.97","53.21","-"
"3154101","Recreio (MG)","Total","Total","53.95","18.22","27.01","-"
"3154150","Reduto (MG)","Total","Total","43.39","9.27","45.66","0.32"
"3154200","Resende Costa (MG)","Total","Total","65.74","7.63","25.85","0.10"
"3154309","Resplendor (MG)","Total","Total","35.65","6.30","54.58","2.32"
"3154408","Ressaquinha (MG)","Total","Total","55.57","5.05","37.86","0.12"
"3154457","Riachinho (MG)","Total","Total","27.47","5.62","64.06","-"
"3154507","Riacho dos Machados (MG)","Total","Total","26.41","5.19","67.67","-"
"3154606","Ribeirão das Neves (MG)","Total","Total","26.28","13.87","58.01","0.22"
"3154705","Ribeirão Vermelho (MG)","Total","Total","49.02","13.82","35.33","0.44"
"3154804","Rio Acima (MG)","Total","Total","23.80","12.08","62.70","-"
"3154903","Rio Casca (MG)","Total","Total","26.59","12.31","59.11","0.20"
"3155009","Rio Doce (MG)","Total","Total","36.09","18.58","43.49","0.42"
"3155108","Rio do Prado (MG)","Total","Total","25.97","13.16","60.71","-"
"3155207","Rio Espera (MG)","Total","Total","56.73","7.97","34.09","-"
"3155306","Rio Manso (MG)","Total","Total","58.93","4.74","35.89","-"
"3155405","Rio Novo (MG)","Total","Total","57.31","16.93","25.32","0.06"
"3155504","Rio Paranaíba (MG)","Total","Total","64.90","9.74","24.64","-"
"3155603","Rio Pardo de Minas (MG)","Total","Total","33.00","2.37","63.97","-"
"3155702","Rio Piracicaba (MG)","Total","Total","33.86","20.11","44.69","0.04"
"3155801","Rio Pomba (MG)","Total","Total","56.84","12.06","30.58","0.03"
"3155900","Rio Preto (MG)","Total","Total","54.20","9.99","35.51","-"
"3156007","Rio Vermelho (MG)","Total","Total","18.66","9.88","69.92","-"
"3156106","Ritápolis (MG)","Total","Total","52.02","2.97","44.23","0.13"
"3156205","Rochedo de Minas (MG)","Total","Total","53.98","11.61","33.46","-"
"3156304","Rodeiro (MG)","Total","Total","55.70","13.83","30.19","-"
"3156403","Romaria (MG)","Total","Total","62.37","5.56","31.95","-"
"3156452","Rosário da Limeira (MG)","Total","Total","49.13","5.84","40.51","-"
"3156502","Rubelita (MG)","Total","Total","23.81","6.24","67.84","0.13"
"3156601","Rubim (MG)","Total","Total","24.15","5.39","69.90","0.11"
"3156700","Sabará (MG)","Total","Total","27.62","14.99","55.73","0.12"
"3156809","Sabinópolis (MG)","Total","Total","20.61","12.53","65.82","0.17"
"3156908","Sacramento (MG)","Total","Total","60.26","7.18","31.04","-"
"3157005","Salinas (MG)","Total","Total","29.86","2.68","66.60","0.03"
"3157104","Salto da Divisa (MG)","Total","Total","20.62","9.44","68.50","0.05"
"3157203","Santa Bárbara (MG)","Total","Total","32.63","10.83","54.98","0.29"
"3157252","Santa Bárbara do Leste (MG)","Total","Total","39.91","5.15","54.11","0.11"
"3157278","Santa Bárbara do Monte Verde (MG)","Total","Total","48.55","12.68","37.56","-"
"3157302","Santa Bárbara do Tugúrio (MG)","Total","Total","51.50","3.46","44.99","-"
"3157336","Santa Cruz de Minas (MG)","Total","Total","53.40","6.29","39.27","-"
"3157377","Santa Cruz de Salinas (MG)","Total","Total","35.74","0.81","63.45","-"
"3157401","Santa Cruz do Escalvado (MG)","Total","Total","30.11","13.48","54.15","0.14"
"3157500","Santa Efigênia de Minas (MG)","Total","Total","26.18","7.62","64.13","0.27"
"3157609","Santa Fé de Minas (MG)","Total","Total","16.39","19.75","63.49","-"
"3157658","Santa Helena de Minas (MG)","Total","Total","18.56","6.02","62.45","12.82"
"3157708","Santa Juliana (MG)","Total","Total","62.61","3.90","32.57","-"
"3157807","Santa Luzia (MG)","Total","Total","27.08","13.10","58.53","0.19"
"3157906","Santa Margarida (MG)","Total","Total","46.96","7.77","44.23","-"
"3158003","Santa Maria de Itabira (MG)","Total","Total","25.12","26.02","47.29","-"
"3158102","Santa Maria do Salto (MG)","Total","Total","26.95","3.23","69.57","0.06"
"3158201","Santa Maria do Suaçuí (MG)","Total","Total","21.39","7.39","70.34","0.04"
"3158300","Santana da Vargem (MG)","Total","Total","50.54","8.93","40.21","0.04"
"3158409","Santana de Cataguases (MG)","Total","Total","62.28","9.79","26.87","-"
"3158508","Santana de Pirapama (MG)","Total","Total","27.58","5.75","66.33","-"
"3158607","Santana do Deserto (MG)","Total","Total","42.55","25.10","31.40","-"
"3158706","Santana do Garambéu (MG)","Total","Total","45.64","8.67","45.69","-"
"3158805","Santana do Jacaré (MG)","Total","Total","50.89","10.43","37.02","-"
"3158904","Santana do Manhuaçu (MG)","Total","Total","34.90","7.70","57.28","-"
"3158953","Santana do Paraíso (MG)","Total","Total","29.83","12.11","54.78","0.89"
"3159001","Santana do Riacho (MG)","Total","Total","29.25","8.24","58.48","-"
"3159100","Santana dos Montes (MG)","Total","Total","44.07","12.12","41.79","0.07"
"3159209","Santa Rita de Caldas (MG)","Total","Total","84.09","4.81","10.78","-"
"3159308","Santa Rita de Jacutinga (MG)","Total","Total","69.12","8.37","21.85","0.11"
"3159357","Santa Rita de Minas (MG)","Total","Total","37.03","9.63","51.71","0.09"
"3159407","Santa Rita de Ibitipoca (MG)","Total","Total","51.16","8.79","40.05","-"
"3159506","Santa Rita do Itueto (MG)","Total","Total","40.15","6.15","52.85","-"
"3159605","Santa Rita do Sapucaí (MG)","Total","Total","71.82","6.72","20.87","0.06"
"3159704","Santa Rosa da Serra (MG)","Total","Total","47.87","5.85","43.92","0.03"
"3159803","Santa Vitória (MG)","Total","Total","47.11","5.76","45.31","0.21"
"3159902","Santo Antônio do Amparo (MG)","Total","Total","40.07","10.98","47.56","0.18"
"3160009","Santo Antônio do Aventureiro (MG)","Total","Total","61.93","13.19","24.33","-"
"3160108","Santo Antônio do Grama (MG)","Total","Total","31.27","8.95","59.24","-"
"3160207","Santo Antônio do Itambé (MG)","Total","Total","10.91","17.42","69.29","-"
"3160306","Santo Antônio do Jacinto (MG)","Total","Total","21.43","4.12","74.18","0.09"
"3160405","Santo Antônio do Monte (MG)","Total","Total","69.24","5.99","24.46","-"
"3160454","Santo Antônio do Retiro (MG)","Total","Total","31.06","7.15","61.79","-"
"3160504","Santo Antônio do Rio Abaixo (MG)","Total","Total","32.73","11.22","54.77","-"
"3160603","Santo Hipólito (MG)","Total","Total","15.50","13.74","70.65","-"
"3160702","Santos Dumont (MG)","Total","Total","52.88","13.95","32.23","0.08"
"3160801","São Bento Abade (MG)","Total","Total","34.47","10.65","54.53","-"
"3160900","São Brás do Suaçuí (MG)","Total","Total","40.30","10.33","48.35","-"
"3160959","São Domingos das Dores (MG)","Total","Total","36.07","3.88","60.05","-"
"3161007","São Domingos do Prata (MG)","Total","Total","33.57","13.48","51.69","0.05"
"3161056","São Félix de Minas (MG)","Total","Total","27.80","7.33","63.59","-"
"3161106","São Francisco (MG)","Total","Total","18.03","12.13","69.54","0.03"
"3161205","São Francisco de Paula (MG)","Total","Total","56.08","7.05","36.67","-"
"3161304","São Francisco de Sales (MG)","Total","Total","58.11","13.98","26.64","-"
"3161403","São Francisco do Glória (MG)","Total","Total","51.08","8.27","39.04","-"
"3161502","São Geraldo (MG)","Total","Total","55.72","8.41","35.64","-"
"3161601","São Geraldo da Piedade (MG)","Total","Total","17.85","15.75","63.59","-"
"3161650","São Geraldo do Baixio (MG)","Total","Total","33.60","9.48","56.23","-"
"3161700","São Gonçalo do Abaeté (MG)","Total","Total","45.71","7.28","45.30","0.09"
"3161809","São Gonçalo do Pará (MG)","Total","Total","58.10","5.96","34.95","0.22"
"3161908","São Gonçalo do Rio Abaixo (MG)","Total","Total","23.74","13.98","61.83","-"
"3162005","São Gonçalo do Sapucaí (MG)","Total","Total","60.84","4.28","33.92","0.04"
"3162104","São Gotardo (MG)","Total","Total","52.24","8.36","38.15","0.11"
"3162203","São João Batista do Glória (MG)","Total","Total","75.09","4.76","19.97","0.18"
"3162252","São João da Lagoa (MG)","Total","Total","21.78","7.24","68.98","-"
"3162302","São João da Mata (MG)","Total","Total","88.14","3.83","8.03","-"
"3162401","São João da Ponte (MG)","Total","Total","26.17","5.74","67.15","-"
"3162450","São João das Missões (MG)","Total","Total","7.11","2.55","24.37","65.74"
"3162500","São João del Rei (MG)","Total","Total","57.30","8.59","33.43","0.05"
"3162559","São João do Manhuaçu (MG)","Total","Total","36.30","4.38","58.62","-"
"3162575","São João do Manteninha (MG)","Total","Total","30.73","7.02","60.25","-"
"3162609","São João do Oriente (MG)","Total","Total","38.19","3.47","58.12","0.14"
"3162658","São João do Pacuí (MG)","Total","Total","19.08","9.52","70.76","-"
"3162708","São João do Paraíso (MG)","Total","Total","32.15","2.04","65.09","-"
"3162807","São João Evangelista (MG)","Total","Total","22.49","8.24","68.46","-"
"3162906","São João Nepomuceno (MG)","Total","Total","57.11","14.33","27.41","0.20"
"3162922","São Joaquim de Bicas (MG)","Total","Total","31.36","11.39","56.42","0.05"
"3162948","São José da Barra (MG)","Total","Total","71.37","5.23","22.62","0.05"
"3162955","São José da Lapa (MG)","Total","Total","30.96","10.61","57.29","0.04"
"3163003","São José da Safira (MG)","Total","Total","18.85","9.89","70.85","0.27"
"3163102","São José da Varginha (MG)","Total","Total","48.42","5.07","46.23","-"
"3163201","São José do Alegre (MG)","Total","Total","68.01","3.72","27.68","0.34"
"3163300","São José do Divino (MG)","Total","Total","26.07","6.87","65.96","0.10"
"3163409","São José do Goiabal (MG)","Total","Total","25.12","17.81","55.45","-"
"3163508","São José do Jacuri (MG)","Total","Total","22.82","6.34","69.94","-"
"3163607","São José do Mantimento (MG)","Total","Total","53.50","9.36","36.86","-"
"3163706","São Lourenço (MG)","Total","Total","71.08","6.09","22.49","0.15"
"3163805","São Miguel do Anta (MG)","Total","Total","38.17","9.73","51.97","0.14"
"3163904","São Pedro da União (MG)","Total","Total","89.54","1.48","8.52","-"
"3164001","São Pedro dos Ferros (MG)","Total","Total","31.16","15.82","51.92","-"
"3164100","São Pedro do Suaçuí (MG)","Total","Total","22.79","6.52","69.86","-"
"3164209","São Romão (MG)","Total","Total","16.77","15.64","66.82","-"
"3164308","São Roque de Minas (MG)","Total","Total","73.60","7.20","18.26","-"
"3164407","São Sebastião da Bela Vista (MG)","Total","Total","63.11","3.40","32.74","-"
"3164431","São Sebastião da Vargem Alegre (MG)","Total","Total","72.26","2.56","25.18","-"
"3164472","São Sebastião do Anta (MG)","Total","Total","32.79","2.12","62.54","-"
"3164506","São Sebastião do Maranhão (MG)","Total","Total","19.38","2.14","78.31","-"
"3164605","São Sebastião do Oeste (MG)","Total","Total","63.88","2.67","32.91","-"
"3164704","São Sebastião do Paraíso (MG)","Total","Total","66.94","4.46","28.04","0.11"
"3164803","São Sebastião do Rio Preto (MG)","Total","Total","38.56","6.38","52.24","-"
"3164902","São Sebastião do Rio Verde (MG)","Total","Total","71.46","2.90","25.64","-"
"3165008","São Tiago (MG)","Total","Total","63.48","8.72","27.27","0.28"
"3165107","São Tomás de Aquino (MG)","Total","Total","57.11","5.87","36.46","0.09"
"3165206","São Tomé das Letras (MG)","Total","Total","59.39","8.36","31.63","0.05"
"3165305","São Vicente de Minas (MG)","Total","Total","43.15","17.56","37.70","0.11"
"3165404","Sapucaí-Mirim (MG)","Total","Total","79.41","1.57","18.32","-"
"3165503","Sardoá (MG)","Total","Total","29.00","5.92","63.41","0.17"
"3165537","Sarzedo (MG)","Total","Total","32.75","10.76","55.04","-"
"3165552","Setubinha (MG)","Total","Total","12.68","16.83","69.47","-"
"3165560","Sem-Peixe (MG)","Total","Total","31.74","11.70","55.72","-"
"3165578","Senador Amaral (MG)","Total","Total","84.73","3.13","10.72","-"
"3165602","Senador Cortes (MG)","Total","Total","42.06","29.43","27.52","-"
"3165701","Senador Firmino (MG)","Total","Total","61.57","7.05","30.73","-"
"3165800","Senador José Bento (MG)","Total","Total","82.72","2.96","14.00","-"
"3165909","Senador Modestino Gonçalves (MG)","Total","Total","26.90","10.21","62.09","-"
"3166006","Senhora de Oliveira (MG)","Total","Total","49.25","7.38","43.29","-"
"3166105","Senhora do Porto (MG)","Total","Total","24.92","11.11","63.62","-"
"3166204","Senhora dos Remédios (MG)","Total","Total","61.23","3.40","33.88","-"
"3166303","Sericita (MG)","Total","Total","37.04","7.06","55.55","0.10"
"3166402","Seritinga (MG)","Total","Total","69.02","4.02","26.96","-"
"3166501","Serra Azul de Minas (MG)","Total","Total","13.30","9.44","76.61","-"
"3166600","Serra da Saudade (MG)","Total","Total","43.56","5.13","51.31","-"
"3166709","Serra dos Aimorés (MG)","Total","Total","27.11","9.40","62.10","0.42"
"3166808","Serra do Salitre (MG)","Total","Total","52.49","9.33","36.73","-"
"3166907","Serrania (MG)","Total","Total","59.88","9.78","29.55","0.04"
"3166956","Serranópolis de Minas (MG)","Total","Total","32.20","9.05","58.32","-"
"3167004","Serranos (MG)","Total","Total","63.19","4.31","31.81","-"
"3167103","Serro (MG)","Total","Total","14.26","9.14","75.82","-"
"3167202","Sete Lagoas (MG)","Total","Total","32.17","9.29","57.12","0.07"
"3167301","Silveirânia (MG)","Total","Total","67.27","8.78","22.88","-"
"3167400","Silvianópolis (MG)","Total","Total","79.07","4.50","15.85","-"
"3167509","Simão Pereira (MG)","Total","Total","33.03","27.70","39.27","-"
"3167608","Simonésia (MG)","Total","Total","39.98","5.30","52.64","0.25"
"3167707","Sobrália (MG)","Total","Total","37.20","6.94","53.45","0.05"
"3167806","Soledade de Minas (MG)","Total","Total","74.62","5.72","19.39","0.05"
"3167905","Tabuleiro (MG)","Total","Total","64.80","7.62","27.13","-"
"3168002","Taiobeiras (MG)","Total","Total","35.75","4.26","59.45","-"
"3168051","Taparuba (MG)","Total","Total","41.15","4.82","54.04","-"
"3168101","Tapira (MG)","Total","Total","59.29","3.60","36.15","0.18"
"3168200","Tapiraí (MG)","Total","Total","56.92","2.26","40.62","-"
"3168309","Taquaraçu de Minas (MG)","Total","Total","28.28","8.83","61.22","0.06"
"3168408","Tarumirim (MG)","Total","Total","37.48","5.35","56.94","-"
"3168507","Teixeiras (MG)","Total","Total","47.62","15.42","35.65","0.04"
"3168606","Teófilo Otoni (MG)","Total","Total","27.28","10.60","60.78","0.19"
"3168705","Timóteo (MG)","Total","Total","39.98","13.56","44.84","0.05"
"3168804","Tiradentes (MG)","Total","Total","59.04","6.87","32.25","0.23"
"3168903","Tiros (MG)","Total","Total","72.33","3.79","22.70","0.03"
"3169000","Tocantins (MG)","Total","Total","45.83","11.38","41.72","0.20"
"3169059","Tocos do Moji (MG)","Total","Total","91.00","1.23","7.60","-"
"3169109","Toledo (MG)","Total","Total","87.04","0.73","11.79","0.10"
"3169208","Tombos (MG)","Total","Total","48.76","17.71","32.35","0.25"
"3169307","Três Corações (MG)","Total","Total","47.34","12.70","39.27","0.19"
"3169356","Três Marias (MG)","Total","Total","28.61","5.49","65.78","-"
"3169406","Três Pontas (MG)","Total","Total","51.28","11.64","36.51","0.02"
"3169505","Tumiritinga (MG)","Total","Total","25.08","11.14","61.53","0.14"
"3169604","Tupaciguara (MG)","Total","Total","51.98","6.48","41.09","-"
"3169703","Turmalina (MG)","Total","Total","37.21","1.99","59.56","0.07"
"3169802","Turvolândia (MG)","Total","Total","66.90","1.96","29.67","-"
"3169901","Ubá (MG)","Total","Total","52.70","10.64","35.28","0.14"
"3170008","Ubaí (MG)","Total","Total","21.69","15.64","61.34","-"
"3170057","Ubaporanga (MG)","Total","Total","35.75","4.83","59.06","-"
"3170107","Uberaba (MG)","Total","Total","61.80","8.97","28.26","0.13"
"3170206","Uberlândia (MG)","Total","Total","54.98","8.47","35.25","0.16"
"3170305","Umburatiba (MG)","Total","Total","27.35","8.55","62.19","0.61"
"3170404","Unaí (MG)","Total","Total","38.43","6.54","53.16","0.19"
"3170438","União de Minas (MG)","Total","Total","48.59","6.65","43.58","-"
"3170479","Uruana de Minas (MG)","Total","Total","23.81","4.79","70.75","-"
"3170503","Urucânia (MG)","Total","Total","22.40","15.14","59.56","-"
"3170529","Urucuia (MG)","Total","Total","15.98","5.81","77.83","-"
"3170578","Vargem Alegre (MG)","Total","Total","35.45","7.93","55.09","-"
"3170602","Vargem Bonita (MG)","Total","Total","61.01","1.26","37.45","-"
"3170651","Vargem Grande do Rio Pardo (MG)","Total","Total","37.42","1.99","60.48","-"
"3170701","Varginha (MG)","Total","Total","57.80","9.19","32.45","0.07"
"3170750","Varjão de Minas (MG)","Total","Total","43.16","5.68","50.42","0.15"
"3170800","Várzea da Palma (MG)","Total","Total","23.14","10.88","64.79","-"
"3170909","Varzelândia (MG)","Total","Total","25.46","8.82","65.38","0.03"
"3171006","Vazante (MG)","Total","Total","39.06","7.05","52.94","-"
"3171030","Verdelândia (MG)","Total","Total","16.07","23.28","57.90","-"
"3171071","Veredinha (MG)","Total","Total","28.16","2.75","67.22","0.06"
"3171105","Veríssimo (MG)","Total","Total","63.14","12.89","23.50","-"
"3171154","Vermelho Novo (MG)","Total","Total","36.13","2.82","60.35","-"
"3171204","Vespasiano (MG)","Total","Total","27.68","13.12","56.72","0.12"
"3171303","Viçosa (MG)","Total","Total","46.57","15.46","37.02","0.14"
"3171402","Vieiras (MG)","Total","Total","54.96","4.46","40.00","-"
"3171501","Mathias Lobato (MG)","Total","Total","13.79","11.91","73.29","-"
"3171600","Virgem da Lapa (MG)","Total","Total","16.17","11.38","71.33","-"
"3171709","Virgínia (MG)","Total","Total","84.36","1.60","13.96","-"
"3171808","Virginópolis (MG)","Total","Total","31.61","6.63","61.24","-"
"3171907","Virgolândia (MG)","Total","Total","26.61","5.60","67.37","-"
"3172004","Visconde do Rio Branco (MG)","Total","Total","45.88","11.77","41.31","0.07"
"3172103","Volta Grande (MG)","Total","Total","36.82","31.89","30.54","0.11"
"3172202","Wenceslau Braz (MG)","Total","Total","76.92","2.66","20.41","-"
"3200102","Afonso Cláudio (ES)","Total","Total","54.44","4.96","39.86","0.17"
"3200136","Águia Branca (ES)","Total","Total","37.76","4.54","57.53","-"
"3200169","Água Doce do Norte (ES)","Total","Total","30.31","4.73","63.64","0.04"
"3200201","Alegre (ES)","Total","Total","48.69","10.76","39.80","0.16"
"3200300","Alfredo Chaves (ES)","Total","Total","68.11","3.39","28.12","0.20"
"3200359","Alto Rio Novo (ES)","Total","Total","33.62","5.48","60.37","-"
"3200409","Anchieta (ES)","Total","Total","40.83","7.82","50.20","0.48"
"3200508","Apiacá (ES)","Total","Total","50.65","14.88","33.73","-"
"3200607","Aracruz (ES)","Total","Total","33.60","5.76","56.00","4.24"
"3200706","Atílio Vivácqua (ES)","Total","Total","44.40","9.20","45.59","0.06"
"3200805","Baixo Guandu (ES)","Total","Total","41.16","7.35","50.74","0.17"
"3200904","Barra de São Francisco (ES)","Total","Total","33.48","5.85","60.41","0.02"
"3201001","Boa Esperança (ES)","Total","Total","31.65","6.78","61.06","-"
"3201100","Bom Jesus do Norte (ES)","Total","Total","50.71","14.15","34.64","0.04"
"3201159","Brejetuba (ES)","Total","Total","43.13","5.39","49.91","0.39"
"3201209","Cachoeiro de Itapemirim (ES)","Total","Total","48.89","9.91","40.68","0.03"
"3201308","Cariacica (ES)","Total","Total","32.13","9.53","57.45","0.15"
"3201407","Castelo (ES)","Total","Total","63.02","6.99","29.80","0.07"
"3201506","Colatina (ES)","Total","Total","45.84","5.70","48.01","0.08"
"3201605","Conceição da Barra (ES)","Total","Total","23.08","17.68","57.86","0.35"
"3201704","Conceição do Castelo (ES)","Total","Total","52.64","9.91","36.34","0.08"
"3201803","Divino de São Lourenço (ES)","Total","Total","63.70","10.07","25.88","0.09"
"3201902","Domingos Martins (ES)","Total","Total","72.54","2.33","24.29","0.04"
"3202009","Dores do Rio Preto (ES)","Total","Total","65.23","10.69","23.89","0.10"
"3202108","Ecoporanga (ES)","Total","Total","22.18","7.02","69.96","-"
"3202207","Fundão (ES)","Total","Total","38.40","7.59","53.60","0.11"
"3202256","Governador Lindenberg (ES)","Total","Total","47.32","5.04","47.22","-"
"3202306","Guaçuí (ES)","Total","Total","55.05","10.72","33.79","0.03"
"3202405","Guarapari (ES)","Total","Total","41.86","8.36","48.93","0.29"
"3202454","Ibatiba (ES)","Total","Total","55.19","3.84","40.40","0.16"
"3202504","Ibiraçu (ES)","Total","Total","42.46","6.50","50.79","-"
"3202553","Ibitirama (ES)","Total","Total","56.72","7.46","35.45","-"
"3202603","Iconha (ES)","Total","Total","69.69","2.76","27.25","-"
"3202652","Irupi (ES)","Total","Total","58.92","4.34","36.10","-"
"3202702","Itaguaçu (ES)","Total","Total","53.80","5.66","40.18","0.13"
"3202801","Itapemirim (ES)","Total","Total","47.92","5.51","45.76","0.03"
"3202900","Itarana (ES)","Total","Total","64.66","4.01","30.97","0.22"
"3203007","Iúna (ES)","Total","Total","53.31","5.35","40.26","0.13"
"3203056","Jaguaré (ES)","Total","Total","34.19","13.72","51.29","0.20"
"3203106","Jerônimo Monteiro (ES)","Total","Total","50.55","10.83","37.90","-"
"3203130","João Neiva (ES)","Total","Total","47.84","6.48","45.00","0.06"
"3203163","Laranja da Terra (ES)","Total","Total","73.08","3.50","23.33","0.04"
"3203205","Linhares (ES)","Total","Total","35.77","8.58","54.64","0.22"
"3203304","Mantenópolis (ES)","Total","Total","28.08","6.04","65.02","0.04"
"3203320","Marataízes (ES)","Total","Total","60.52","3.83","35.31","0.08"
"3203346","Marechal Floriano (ES)","Total","Total","58.53","7.39","33.44","0.06"
"3203353","Marilândia (ES)","Total","Total","58.42","3.43","37.95","0.08"
"3203403","Mimoso do Sul (ES)","Total","Total","44.96","8.52","45.27","0.32"
"3203502","Montanha (ES)","Total","Total","28.02","6.62","64.95","0.15"
"3203601","Mucurici (ES)","Total","Total","23.36","5.08","70.78","-"
"3203700","Muniz Freire (ES)","Total","Total","54.44","5.32","39.88","0.04"
"3203809","Muqui (ES)","Total","Total","47.29","10.61","41.18","-"
"3203908","Nova Venécia (ES)","Total","Total","43.00","5.98","50.80","0.05"
"3204005","Pancas (ES)","Total","Total","40.46","6.54","52.61","0.05"
"3204054","Pedro Canário (ES)","Total","Total","24.19","11.35","62.80","0.11"
"3204104","Pinheiros (ES)","Total","Total","24.51","8.29","66.20","0.04"
"3204203","Piúma (ES)","Total","Total","49.43","5.53","44.58","0.12"
"3204252","Ponto Belo (ES)","Total","Total","21.68","4.78","72.31","0.22"
"3204302","Presidente Kennedy (ES)","Total","Total","35.38","11.01","53.04","-"
"3204351","Rio Bananal (ES)","Total","Total","52.60","4.47","42.58","0.13"
"3204401","Rio Novo do Sul (ES)","Total","Total","56.87","2.58","40.56","-"
"3204500","Santa Leopoldina (ES)","Total","Total","61.75","3.59","34.53","0.08"
"3204559","Santa Maria de Jetibá (ES)","Total","Total","81.45","1.82","15.82","0.11"
"3204609","Santa Teresa (ES)","Total","Total","66.91","4.29","28.70","-"
"3204658","São Domingos do Norte (ES)","Total","Total","49.06","7.38","43.39","0.03"
"3204708","São Gabriel da Palha (ES)","Total","Total","46.39","3.60","49.77","0.18"
"3204807","São José do Calçado (ES)","Total","Total","49.44","14.80","35.25","0.19"
"3204906","São Mateus (ES)","Total","Total","28.17","13.61","57.29","0.09"
"3204955","São Roque do Canaã (ES)","Total","Total","66.38","4.27","29.27","-"
"3205002","Serra (ES)","Total","Total","31.01","10.33","57.49","0.31"
"3205010","Sooretama (ES)","Total","Total","27.60","9.76","61.43","0.05"
"3205036","Vargem Alta (ES)","Total","Total","52.72","8.78","37.67","0.19"
"3205069","Venda Nova do Imigrante (ES)","Total","Total","63.73","4.08","31.75","0.05"
"3205101","Viana (ES)","Total","Total","29.61","8.85","60.88","0.26"
"3205150","Vila Pavão (ES)","Total","Total","55.35","2.70","41.39","-"
"3205176","Vila Valério (ES)","Total","Total","49.10","4.27","45.72","0.12"
"3205200","Vila Velha (ES)","Total","Total","43.73","8.17","47.15","0.22"
